0.47339,0.48501
0.092493,0.09678
0.49984,0.51267
0.092493,0.09678
0.47318,0.48594
0.47318,0.48594
0.49984,0.51267
0.49984,0.51267
0.16419,0.17128
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.16419,0.17128
0.49984,0.51267
0.50896,0.52155
0.47897,0.49172
0.48958,0.50241
0.4953,0.50817
0.4953,0.50817
0.4953,0.50817
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.36025,0.37207
0.092493,0.09678
0.50282,0.51569
0.50004,0.51292
0.50004,0.51292
0.36025,0.37207
0.36025,0.37207
0.092493,0.09678
0.28907,0.29828
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.13557,0.14125
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.47318,0.48594
0.49984,0.51267
0.48363,0.49641
0.51997,0.53331
0.48363,0.49641
0.47897,0.49172
0.48363,0.49641
0.47897,0.49172
0.49119,0.50415
0.47892,0.49165
0.47897,0.49172
0.49119,0.50415
0.49119,0.50415
0.47321,0.48526
0.47321,0.48526
0.44287,0.45427
0.47321,0.48526
0.48958,0.50241
0.48363,0.49641
0.47897,0.49172
0.49119,0.50415
0.47897,0.49172
0.48958,0.50241
0.48958,0.50241
0.48958,0.50241
0.47892,0.49165
0.48363,0.49641
0.51042,0.52326
0.49119,0.50415
0.47897,0.49172
0.4953,0.50817
0.47892,0.49165
0.4953,0.50817
0.50004,0.51292
0.47892,0.49165
0.51997,0.53331
0.44287,0.45427
0.49119,0.50415
0.48363,0.49641
0.48958,0.50241
0.48958,0.50241
0.48363,0.49641
0.49119,0.50415
0.47897,0.49172
0.47892,0.49165
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.47318,0.48594
0.47318,0.48594
0.47318,0.48594
0.48958,0.50241
0.49119,0.50415
0.49119,0.50415
0.49119,0.50415
0.4953,0.50817
0.49984,0.51267
0.48363,0.49641
0.48958,0.50241
0.4953,0.50817
0.49984,0.51267
0.47318,0.48594
0.44287,0.45427
0.48363,0.49641
0.48958,0.50241
0.48958,0.50241
0.47318,0.48594
0.47897,0.49172
0.4953,0.50817
0.48958,0.50241
0.48363,0.49641
0.48958,0.50241
0.50004,0.51292
0.51997,0.53331
0.50282,0.51569
0.50004,0.51292
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.36025,0.37207
0.49984,0.51267
0.47318,0.48594
0.49984,0.51267
0.36025,0.37207
0.4953,0.50817
0.36025,0.37207
0.13557,0.14125
0.45158,0.46181
0.44417,0.45448
0.45441,0.46461
0.46338,0.47404
0.092493,0.09678
0.45285,0.46303
0.45441,0.46461
0.45441,0.46461
0.45441,0.46461
0.44417,0.45448
0.36025,0.37207
0.092493,0.09678
0.092493,0.09678
0.51042,0.52326
0.47318,0.48594
0.48958,0.50241
0.50004,0.51292
0.49984,0.51267
0.47318,0.48594
0.47318,0.48594
0.49984,0.51267
0.28907,0.29828
0.16419,0.17128
0.49984,0.51267
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.47318,0.48594
0.092493,0.09678
0.16419,0.17128
0.44287,0.45427
0.48958,0.50241
0.51997,0.53331
0.49119,0.50415
0.47897,0.49172
0.51997,0.53331
0.49119,0.50415
0.47321,0.48526
0.47892,0.49165
0.48363,0.49641
0.36025,0.37207
0.092493,0.09678
0.13557,0.14125
0.49119,0.50415
0.13557,0.14125
0.092493,0.09678
0.47318,0.48594
0.13557,0.14125
0.47318,0.48594
0.3712,0.38057
0.48958,0.50241
0.50004,0.51292
0.47318,0.48594
0.16419,0.17128
0.49984,0.51267
0.49984,0.51267
0.47318,0.48594
0.4953,0.50817
0.4953,0.50817
0.36025,0.37207
0.28907,0.29828
0.40822,0.41852
0.44417,0.45448
0.36025,0.37207
0.28907,0.29828
0.28907,0.29828
0.13557,0.14125
0.16419,0.17128
0.16419,0.17128
0.092493,0.09678
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.47897,0.49172
0.48958,0.50241
0.4953,0.50817
0.50004,0.51292
0.49984,0.51267
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.51981,0.53251
0.48958,0.50241
0.36025,0.37207
0.092493,0.09678
0.47318,0.48594
0.51042,0.52326
0.50282,0.51569
0.49119,0.50415
0.092493,0.09678
0.092493,0.09678
0.48363,0.49641
0.16419,0.17128
0.36025,0.37207
0.49984,0.51267
0.36025,0.37207
0.16419,0.17128
0.47318,0.48594
0.47321,0.48526
0.48958,0.50241
0.50282,0.51569
0.49984,0.51267
0.50004,0.51292
0.48958,0.50241
0.48958,0.50241
0.49984,0.51267
0.49984,0.51267
0.36025,0.37207
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.36025,0.37207
0.36025,0.37207
0.36025,0.37207
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.47318,0.48594
0.47318,0.48594
0.092493,0.09678
0.47318,0.48594
0.49984,0.51267
0.16419,0.17128
0.49984,0.51267
0.50004,0.51292
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.50282,0.51569
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.092493,0.09678
0.47318,0.48594
0.092493,0.09678
0.092493,0.09678
0.28907,0.29828
0.44417,0.45448
0.28907,0.29828
0.092493,0.09678
0.092493,0.09678
0.16419,0.17128
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.45158,0.46181
0.28907,0.29828
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.28907,0.29828
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.13557,0.14125
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.28907,0.29828
0.47318,0.48594
0.45158,0.46181
0.28907,0.29828
0.13557,0.14125
0.092493,0.09678
0.13557,0.14125
0.13557,0.14125
0.40822,0.41852
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.44417,0.45448
0.45158,0.46181
0.16419,0.17128
0.092493,0.09678
0.28907,0.29828
0.16419,0.17128
0.47318,0.48594
0.36025,0.37207
0.092493,0.09678
0.28907,0.29828
0.092493,0.09678
0.44287,0.45427
0.49984,0.51267
0.49984,0.51267
0.47318,0.48594
0.49984,0.51267
0.47318,0.48594
0.13557,0.14125
0.36025,0.37207
0.16419,0.17128
0.092493,0.09678
0.51997,0.53331
0.49984,0.51267
0.47318,0.48594
0.47318,0.48594
0.28907,0.29828
0.28907,0.29828
0.28907,0.29828
0.13557,0.14125
0.45285,0.46303
0.13557,0.14125
0.28907,0.29828
0.45158,0.46181
0.44417,0.45448
0.45601,0.46627
0.49984,0.51267
0.44417,0.45448
0.47374,0.48554
0.16419,0.17128
0.47318,0.48594
0.49984,0.51267
0.28907,0.29828
0.092493,0.09678
0.50282,0.51569
0.47318,0.48594
0.13557,0.14125
0.092493,0.09678
0.092493,0.09678
0.51997,0.53331
0.49984,0.51267
0.49984,0.51267
0.47318,0.48594
0.40822,0.41852
0.45285,0.46303
0.45285,0.46303
0.40822,0.41852
0.092493,0.09678
0.092493,0.09678
0.44417,0.45448
0.45601,0.46627
0.46064,0.47113
0.45601,0.46627
0.092493,0.09678
0.40822,0.41852
0.45341,0.46358
0.16419,0.17128
0.45441,0.46461
0.45441,0.46461
0.28907,0.29828
0.16419,0.17128
0.13557,0.14125
0.49984,0.51267
0.47318,0.48594
0.44417,0.45448
0.13557,0.14125
0.47318,0.48594
0.16419,0.17128
0.36025,0.37207
0.13557,0.14125
0.13557,0.14125
0.48363,0.49641
0.36025,0.37207
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.28907,0.29828
0.48958,0.50241
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.44417,0.45448
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.40822,0.41852
0.50282,0.51569
0.47318,0.48594
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.50282,0.51569
0.50004,0.51292
0.48958,0.50241
0.16419,0.17128
0.092493,0.09678
0.28907,0.29828
0.44417,0.45448
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.092493,0.09678
0.13557,0.14125
0.49984,0.51267
0.36025,0.37207
0.50282,0.51569
0.49984,0.51267
0.13557,0.14125
0.47318,0.48594
0.36025,0.37207
0.49984,0.51267
0.51042,0.52326
0.48958,0.50241
0.4953,0.50817
0.50282,0.51569
0.36025,0.37207
0.092493,0.09678
0.47897,0.49172
0.36025,0.37207
0.49984,0.51267
0.16419,0.17128
0.47318,0.48594
0.47318,0.48594
0.47318,0.48594
0.49984,0.51267
0.49984,0.51267
0.36025,0.37207
0.49984,0.51267
0.47318,0.48594
0.50282,0.51569
0.47318,0.48594
0.50282,0.51569
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.49984,0.51267
0.13557,0.14125
0.16419,0.17128
0.092493,0.09678
0.092493,0.09678
0.28907,0.29828
0.40822,0.41852
0.40822,0.41852
0.44417,0.45448
0.49119,0.50415
0.36025,0.37207
0.36025,0.37207
0.28907,0.29828
0.44417,0.45448
